bowler,batsman,times
AD Mascarenhas,AB de Villiers,1
AD Mascarenhas,KD Karthik,1
SK Trivedi,A Mishra,1
SR Watson,MF Maharoof,1
Shoaib Akhtar,V Sehwag,1
Shoaib Akhtar,G Gambhir,1
Shoaib Akhtar,AB de Villiers,1
Shoaib Akhtar,MK Tiwary,1
AB Dinda,S Dhawan,1
Iqbal Abdulla,TM Dilshan,1
AB Dinda,MF Maharoof,1
LR Shukla,A Mishra,1
LR Shukla,PJ Sangwan,1
LR Shukla,VY Mahesh,1
DP Vijaykumar,V Sehwag,1
PP Ojha,G Gambhir,3
PP Ojha,MF Maharoof,1
RP Singh,TM Dilshan,2
RR Powar,G Gambhir,1
RR Powar,S Dhawan,1
JR Hopes,TM Dilshan,1
JR Hopes,MF Maharoof,1
P Kumar,V Sehwag,2
B Akhil,G Gambhir,1
A Kumble,TM Dilshan,1
DW Steyn,AB de Villiers,1
A Kumble,KD Karthik,1
A Nehra,V Sehwag,1
A Nel,G Gambhir,1
DR Smith,S Dhawan,1
DR Smith,TM Dilshan,1
SM Pollock,MK Tiwary,1
SR Watson,G Gambhir,1
SR Watson,S Dhawan,1
MM Patel,MK Tiwary,1
SK Trivedi,KD Karthik,1
SK Warne,MF Maharoof,1
SK Warne,TM Dilshan,1
MM Patel,A Mishra,1
MM Patel,VY Mahesh,1
RA Jadeja,Mohammad Asif,1
JA Morkel,TM Dilshan,1
L Balaji,KD Karthik,1
L Balaji,MK Tiwary,1
Pankaj Singh,V Sehwag,1
Pankaj Singh,G Gambhir,1
KP Appanna,AB de Villiers,1
B Akhil,KD Karthik,1
AD Mascarenhas,G Gambhir,2
AD Mascarenhas,V Sehwag,1
MM Patel,TM Dilshan,1
SK Warne,KD Karthik,1
SK Warne,AB de Villiers,2
MM Patel,DL Vettori,1
Kamran Khan,A Mishra,1
RP Singh,V Sehwag,1
Shoaib Ahmed,AB de Villiers,1
Shoaib Ahmed,G Gambhir,1
PP Ojha,KD Karthik,2
S Tyagi,G Gambhir,1
S Tyagi,AB de Villiers,1
SB Jakati,TM Dilshan,1
SB Jakati,DA Warner,1
M Muralitharan,M Manhas,1
SB Jakati,KD Karthik,2
SB Jakati,PJ Sangwan,1
JA Morkel,R Bhatia,1
AB Agarkar,DA Warner,1
JP Duminy,DA Warner,1
Harbhajan Singh,G Gambhir,2
SL Malinga,TM Dilshan,2
MC Henriques,G Gambhir,1
I Sharma,DA Warner,1
I Sharma,TM Dilshan,1
WPUJC Vaas,DA Warner,1
A Symonds,TM Dilshan,1
WPUJC Vaas,V Sehwag,2
DR Smith,AB de Villiers,1
PP Ojha,R Bhatia,1
WPUJC Vaas,A Mishra,1
B Lee,V Sehwag,1
IK Pathan,G Gambhir,2
S Sreesanth,AB de Villiers,1
S Sreesanth,TM Dilshan,2
WA Mota,M Manhas,1
B Lee,MF Maharoof,1
IK Pathan,DL Vettori,1
B Lee,R Bhatia,1
IK Pathan,KD Karthik,2
MM Patel,G Gambhir,1
MM Patel,V Sehwag,3
J Botha,TM Dilshan,1
P Kumar,M Manhas,1
JH Kallis,G Gambhir,2
RE van der Merwe,AB de Villiers,1
A Kumble,AB McDonald,1
A Kumble,Y Nagar,1
P Kumar,KD Karthik,1
DS Kulkarni,DA Warner,1
SL Malinga,G Gambhir,1
Harbhajan Singh,TM Dilshan,1
Harbhajan Singh,V Sehwag,1
Harbhajan Singh,AB de Villiers,1
Harbhajan Singh,R Bhatia,1
RJ Harris,G Gambhir,1
RJ Harris,DA Warner,2
A Symonds,V Sehwag,1
RP Singh,AB de Villiers,1
RJ Harris,KD Karthik,1
RP Singh,R Bhatia,1
RP Singh,A Mishra,1
S Sreesanth,V Sehwag,1
PP Chawla,AB de Villiers,1
YA Abdulla,KD Karthik,1
AD Mascarenhas,TM Dilshan,1
DJ Bravo,V Sehwag,1
DJ Bravo,AB de Villiers,1
Harbhajan Singh,KD Karthik,1
ST Jayasuriya,M Manhas,1
ST Jayasuriya,MF Maharoof,1
KA Pollard,A Mishra,1
ST Jayasuriya,PJ Sangwan,1
Harbhajan Singh,DP Nannes,1
L Balaji,DA Warner,2
M Muralitharan,TM Dilshan,1
M Muralitharan,V Sehwag,1
R Ashwin,AB de Villiers,1
Joginder Sharma,KD Karthik,1
L Balaji,R Bhatia,1
PP Ojha,V Sehwag,2
PP Ojha,DA Warner,1
R Sharma,AB de Villiers,1
R Sharma,M Manhas,2
A Symonds,MC Henriques,1
A Symonds,KD Karthik,1
A Symonds,A Mishra,1
WPUJC Vaas,Y Nagar,1
WPUJC Vaas,S Ladda,1
DW Steyn,DA Warner,2
R Vinay Kumar,V Sehwag,2
DW Steyn,KD Karthik,2
P Kumar,AB de Villiers,1
CH Gayle,V Sehwag,1
CK Langeveldt,G Gambhir,1
I Sharma,KD Karthik,1
CK Langeveldt,PD Collingwood,1
S Narwal,DA Warner,1
S Narwal,V Sehwag,1
S Narwal,PD Collingwood,1
SK Warne,KM Jadhav,1
S Narwal,G Gambhir,1
SW Tait,KD Karthik,1
A Mithun,V Sehwag,1
A Kumble,DA Warner,1
KP Appanna,KD Karthik,1
KP Appanna,KM Jadhav,1
AB Dinda,DA Warner,1
AB Dinda,G Gambhir,1
BAW Mendis,PD Collingwood,1
AB Agarkar,V Sehwag,1
BAW Mendis,KM Jadhav,1
Iqbal Abdulla,MF Maharoof,1
Iqbal Abdulla,R Bhatia,1
AB Dinda,KD Karthik,1
L Ablish,G Gambhir,1
RR Powar,DA Warner,1
PP Chawla,PD Collingwood,1
PP Chawla,DL Vettori,1
Yuvraj Singh,R Bhatia,1
L Ablish,MF Maharoof,1
J Theron,M Manhas,1
IK Pathan,A Nehra,1
CRD Fernando,DA Warner,1
AG Murtaza,V Sehwag,3
AG Murtaza,AB de Villiers,1
KA Pollard,PD Collingwood,1
AG Murtaza,KD Karthik,1
CRD Fernando,A Mishra,1
R Ashwin,DA Warner,1
DE Bollinger,V Sehwag,1
DE Bollinger,TM Dilshan,1
MR Marsh,DA Warner,1
Harmeet Singh,TM Dilshan,1
Harmeet Singh,A Mishra,1
SL Malinga,DA Warner,1
SL Malinga,UBT Chand,1
Harbhajan Singh,AJ Finch,1
AG Murtaza,NV Ojha,1
AG Murtaza,IK Pathan,1
SL Malinga,Y Venugopal Rao,1
SL Malinga,M Morkel,1
Harbhajan Singh,UT Yadav,1
SL Malinga,AB Dinda,1
SW Tait,V Sehwag,1
SW Tait,AJ Finch,1
SK Warne,UBT Chand,1
SK Warne,NV Ojha,1
A Singh,DA Warner,1
SK Trivedi,Y Venugopal Rao,1
R Sharma,DA Warner,1
JD Ryder,V Sehwag,1
Yuvraj Singh,IK Pathan,1
Yuvraj Singh,NV Ojha,1
R Sharma,MS Wade,1
Yuvraj Singh,AJ Finch,1
Yuvraj Singh,Y Venugopal Rao,1
Harmeet Singh,V Sehwag,2
DT Christian,NV Ojha,1
Harmeet Singh,AJ Finch,1
A Mishra,Y Venugopal Rao,1
S Dhawan,DA Warner,1
PP Ojha,IK Pathan,2
DT Christian,Y Nagar,1
DJ Hussey,V Sehwag,1
AM Nayar,Y Nagar,1
P Kumar,DA Warner,3
PP Chawla,AJ Finch,1
Z Khan,DA Warner,2
DL Vettori,V Sehwag,1
A Mithun,MS Wade,1
DL Vettori,Y Venugopal Rao,1
A Mithun,JR Hopes,1
S Aravind,NV Ojha,1
JD Unadkat,V Sehwag,2
Iqbal Abdulla,IK Pathan,1
YK Pathan,TR Birt,1
Iqbal Abdulla,JR Hopes,1
Iqbal Abdulla,NV Ojha,1
B Lee,Y Venugopal Rao,1
B Lee,AB Agarkar,1
L Balaji,Y Nagar,1
S Sreesanth,DA Warner,2
S Sreesanth,NV Ojha,1
RA Jadeja,Y Venugopal Rao,1
R Vinay Kumar,Y Nagar,2
RR Powar,TR Birt,1
RP Singh,IK Pathan,1
P Parameswaran,V Sehwag,1
RP Singh,NV Ojha,2
P Parameswaran,Y Venugopal Rao,1
R Vinay Kumar,TR Birt,1
DW Steyn,AJ Finch,1
I Sharma,NV Ojha,1
I Sharma,Y Venugopal Rao,1
DT Christian,TR Birt,1
A Mishra,IK Pathan,1
Harbhajan Singh,DA Warner,1
SL Malinga,CA Ingram,1
MM Patel,NV Ojha,1
DS Kulkarni,Y Venugopal Rao,1
Harbhajan Singh,JR Hopes,1
Harbhajan Singh,Y Nagar,1
SL Malinga,IK Pathan,1
KA Pollard,M Morkel,1
KA Pollard,S Nadeem,1
JA Morkel,NV Ojha,1
R Ashwin,CA Ingram,1
DJ Bravo,DA Warner,1
R Ashwin,Y Venugopal Rao,3
DJ Bravo,JR Hopes,1
DE Bollinger,AB McDonald,1
SJ Srivastava,NV Ojha,1
SJ Srivastava,DA Warner,1
PP Chawla,S Sriram,1
PP Chawla,Y Venugopal Rao,1
PC Valthaty,IK Pathan,1
PP Chawla,JR Hopes,1
P Kumar,TR Birt,1
RJ Harris,Y Nagar,1
JP Faulkner,DA Warner,1
SS Mundhe,NV Ojha,1
MR Marsh,MS Wade,1
JH Kallis,AJ Finch,1
R Bhatia,V Sehwag,1
Z Khan,V Sehwag,1
M Muralitharan,NV Ojha,1
M Muralitharan,AJ Finch,1
M Muralitharan,GJ Maxwell,1
AB McDonald,Y Venugopal Rao,1
DL Vettori,Y Nagar,1
Z Khan,IK Pathan,2
R Ashwin,NV Ojha,1
R Ashwin,V Sehwag,1
V Pratap Singh,NV Ojha,1
DT Christian,DPMD Jayawardene,1
DT Christian,LRPL Taylor,1
DW Steyn,IK Pathan,2
RP Singh,KP Pietersen,1
S Dhawan,V Sehwag,1
AC Thomas,DPMD Jayawardene,2
SC Ganguly,KP Pietersen,1
SC Ganguly,IK Pathan,1
M Kartik,V Sehwag,1
SC Ganguly,P Negi,1
AC Thomas,LRPL Taylor,1
AC Thomas,Y Nagar,1
R Sharma,KP Pietersen,1
RJ Peterson,DPMD Jayawardene,1
RJ Peterson,V Sehwag,1
RJ Peterson,IK Pathan,1
SL Malinga,LRPL Taylor,1
SL Malinga,Y Nagar,1
Pankaj Singh,DPMD Jayawardene,1
AA Chavan,KP Pietersen,1
GB Hogg,V Sehwag,2
Pankaj Singh,LRPL Taylor,1
A Singh,NV Ojha,1
A Singh,Y Nagar,1
AA Chavan,DPMD Jayawardene,1
SR Watson,KP Pietersen,1
GB Hogg,LRPL Taylor,1
JH Kallis,V Sehwag,2
JH Kallis,DA Warner,1
SP Narine,DPMD Jayawardene,1
PJ Sangwan,LRPL Taylor,1
B Lee,Y Nagar,1
SP Narine,NV Ojha,1
SP Narine,IK Pathan,2
SP Narine,M Morkel,2
SP Narine,VR Aaron,1
BW Hilfenhaus,V Sehwag,1
BW Hilfenhaus,DA Warner,2
BW Hilfenhaus,NV Ojha,1
JA Morkel,DPMD Jayawardene,1
P Awana,V Sehwag,2
P Awana,Y Venugopal Rao,1
P Awana,LRPL Taylor,1
PP Chawla,NV Ojha,1
R Vinay Kumar,UBT Chand,1
P Parameswaran,DPMD Jayawardene,1
M Muralitharan,Y Venugopal Rao,1
Z Khan,NV Ojha,1
R Vinay Kumar,LRPL Taylor,1
P Parameswaran,AD Russell,1
P Parameswaran,UT Yadav,1
Azhar Mahmood,UBT Chand,1
RJ Harris,IK Pathan,1
Azhar Mahmood,DPMD Jayawardene,1
Shakib Al Hasan,DA Warner,1
L Balaji,V Sehwag,1
R Bhatia,NV Ojha,2
Iqbal Abdulla,DPMD Jayawardene,1
JH Kallis,Y Venugopal Rao,1
JH Kallis,LRPL Taylor,2
SP Narine,P Negi,1
JA Morkel,V Sehwag,1
DJ Bravo,LRPL Taylor,1
R Ashwin,AD Russell,1
SB Jakati,NV Ojha,1
R Ashwin,DPMD Jayawardene,1
SB Jakati,Sunny Gupta,1
R Ashwin,UT Yadav,1
R Ashwin,VR Aaron,1
B Lee,UBT Chand,2
SP Narine,DA Warner,1
L Balaji,MC Juneja,1
R Bhatia,J Botha,1
SP Narine,AD Russell,1
B Lee,DPMD Jayawardene,1
SP Narine,A Nehra,1
SP Narine,S Nadeem,1
S Sreesanth,UBT Chand,1
R Shukla,DPMD Jayawardene,1
KK Cooper,MC Juneja,1
R Shukla,DA Warner,1
KK Cooper,J Botha,1
KK Cooper,AD Russell,1
Harbhajan Singh,UBT Chand,1
MG Johnson,DPMD Jayawardene,1
MG Johnson,DA Warner,1
KA Pollard,BMAJ Mendis,1
SL Malinga,KM Jadhav,1
PP Ojha,S Nadeem,1
SL Malinga,MC Juneja,1
KA Pollard,A Nehra,1
I Sharma,DPMD Jayawardene,2
I Sharma,V Sehwag,1
Anand Rajan,J Botha,1
A Mishra,MC Juneja,1
NLTC Perera,IK Pathan,1
NLTC Perera,M Morkel,1
DW Steyn,S Nadeem,1
R Vinay Kumar,DA Warner,1
AB McDonald,V Sehwag,1
JD Unadkat,MC Juneja,1
JD Unadkat,BJ Rohrer,1
R Vinay Kumar,DPMD Jayawardene,1
R Rampaul,DA Warner,1
R Rampaul,BJ Rohrer,1
MM Sharma,DA Warner,1
MM Sharma,MC Juneja,1
CH Morris,DPMD Jayawardene,1
MM Sharma,V Sehwag,2
RA Jadeja,BMAJ Mendis,1
RA Jadeja,IK Pathan,1
R Ashwin,AB Agarkar,1
R Ashwin,M Morkel,1
JA Morkel,KM Jadhav,2
DJ Bravo,UT Yadav,1
SL Malinga,DPMD Jayawardene,1
P Kumar,UBT Chand,1
Sandeep Sharma,IK Pathan,1
Sandeep Sharma,DA Warner,1
Sandeep Sharma,DPMD Jayawardene,1
PP Chawla,BJ Rohrer,1
PP Chawla,M Morkel,1
AB Dinda,DPMD Jayawardene,1
AB Dinda,V Sehwag,1
R Sharma,UBT Chand,1
AM Nayar,BJ Rohrer,1
AB Dinda,KM Jadhav,1
L Balaji,DPMD Jayawardene,1
DJG Sammy,V Sehwag,1
DW Steyn,UBT Chand,1
A Mishra,DA Warner,1
KV Sharma,KM Jadhav,1
DJG Sammy,BMAJ Mendis,1
NLTC Perera,J Botha,1
DJG Sammy,S Nadeem,1
NLTC Perera,A Nehra,1
JP Faulkner,V Sehwag,1
SR Watson,CM Gautam,1
STR Binny,DA Warner,1
SK Trivedi,DPMD Jayawardene,1
JD Unadkat,DPMD Jayawardene,1
MC Henriques,DA Warner,1
R Vinay Kumar,BJ Rohrer,1
JD Unadkat,UBT Chand,1
JD Unadkat,KM Jadhav,1
JD Unadkat,M Morkel,1
P Kumar,DPMD Jayawardene,1
P Awana,RE van der Merwe,1
Harmeet Singh,MC Juneja,1
Harmeet Singh,KM Jadhav,1
BA Bhatt,J Botha,1
MM Sharma,UBT Chand,1
R Ashwin,J Botha,1
JA Morkel,BJ Rohrer,1
R Ashwin,RE van der Merwe,1
JA Morkel,DA Warner,1
DJ Bravo,IK Pathan,1
DJ Bravo,A Nehra,1
WD Parnell,DA Warner,1
AG Murtaza,DPMD Jayawardene,1
AG Murtaza,B Chipli,1
AB Dinda,BJ Rohrer,1
AD Mathews,CM Gautam,1
AD Mathews,M Morkel,1
AD Mathews,IK Pathan,1
AB Dinda,S Nadeem,1
MA Starc,MA Agarwal,1
JA Morkel,KD Karthik,1
VR Aaron,MK Tiwary,1
YS Chahal,M Vijay,1
R Vinay Kumar,M Vijay,1
M Morkel,MA Agarwal,2
SP Narine,KD Karthik,1
M Morkel,MK Tiwary,2
PP Chawla,JDS Neesham,1
IC Pandey,MA Agarwal,1
MM Sharma,M Vijay,1
IC Pandey,MK Tiwary,1
DR Smith,JP Duminy,1
BW Hilfenhaus,LRPL Taylor,1
R Ashwin,KD Karthik,1
RA Jadeja,JDS Neesham,1
R Ashwin,Mohammed Shami,1
RA Jadeja,S Nadeem,1
KV Sharma,Q de Kock,2
DJG Sammy,M Vijay,1
DW Steyn,KP Pietersen,1
CJ Anderson,Q de Kock,1
RG Sharma,M Vijay,1
SL Malinga,JP Duminy,1
SL Malinga,KD Karthik,1
JP Faulkner,M Vijay,1
PV Tambe,KP Pietersen,1
PV Tambe,Q de Kock,1
JP Faulkner,KD Karthik,1
KW Richardson,JP Duminy,1
MM Sharma,Q de Kock,1
MM Sharma,KP Pietersen,1
BW Hilfenhaus,KD Karthik,1
R Ashwin,LR Shukla,1
RA Jadeja,M Vijay,1
UT Yadav,Q de Kock,1
Shakib Al Hasan,KP Pietersen,1
JH Kallis,M Vijay,1
Shakib Al Hasan,KD Karthik,1
SP Narine,LR Shukla,1
DW Steyn,Q de Kock,1
A Mishra,KP Pietersen,1
A Mishra,MA Agarwal,1
MC Henriques,KD Karthik,1
MC Henriques,LR Shukla,1
B Kumar,JP Duminy,1
DW Steyn,KM Jadhav,1
M Muralitharan,M Vijay,1
MA Starc,Q de Kock,1
AN Ahmed,MA Agarwal,1
YS Chahal,KP Pietersen,1
M Muralitharan,KD Karthik,1
MA Starc,JP Duminy,1
MA Starc,KM Jadhav,1
JP Faulkner,MA Agarwal,1
DS Kulkarni,KD Karthik,1
PV Tambe,JP Duminy,1
R Bhatia,KP Pietersen,1
R Bhatia,LRPL Taylor,1
BCJ Cutting,KM Jadhav,1
BCJ Cutting,S Nadeem,1
STR Binny,Imran Tahir,1
KK Cooper,R Shukla,1
Sandeep Sharma,M Vijay,1
AR Patel,KP Pietersen,1
BE Hendricks,JP Duminy,1
Sandeep Sharma,KM Jadhav,1
Sandeep Sharma,MA Agarwal,1
BE Hendricks,KD Karthik,1
BE Hendricks,WD Parnell,1
S Gopal,M Vijay,1
Harbhajan Singh,KP Pietersen,1
M de Lange,KD Karthik,1
M de Lange,MK Tiwary,1
MG Johnson,MA Agarwal,1
P Awana,KD Karthik,1
P Awana,KM Jadhav,1
R Dhawan,MK Tiwary,1
Karanveer Singh,JP Duminy,1
R Dhawan,KP Pietersen,1
Karanveer Singh,JDS Neesham,1
AR Patel,Mohammed Shami,1
AR Patel,Imran Tahir,1
MG Johnson,JD Unadkat,1
A Nehra,CM Gautam,1
A Nehra,MA Agarwal,2
A Nehra,SS Iyer,1
MM Sharma,KM Jadhav,1
DJ Bravo,Yuvraj Singh,1
IC Pandey,JP Duminy,2
R Ashwin,NM Coulter-Nile,1
A Nehra,A Mishra,1
DJ Bravo,Imran Tahir,1
PV Tambe,MA Agarwal,1
CH Morris,SS Iyer,1
CH Morris,Yuvraj Singh,1
AR Patel,JP Duminy,1
Anureet Singh,Yuvraj Singh,1
Anureet Singh,MA Agarwal,1
AR Patel,KM Jadhav,1
B Kumar,MA Agarwal,1
P Kumar,SS Iyer,1
DW Steyn,JP Duminy,1
A Ashish Reddy,Yuvraj Singh,1
SP Narine,JP Duminy,1
PP Chawla,SS Iyer,1
PP Chawla,Yuvraj Singh,2
UT Yadav,KM Jadhav,1
UT Yadav,NM Coulter-Nile,1
UT Yadav,AD Mathews,1
MJ McClenaghan,MA Agarwal,1
MJ McClenaghan,AD Mathews,1
JJ Bumrah,Yuvraj Singh,1
MA Starc,SS Iyer,1
D Wiese,JP Duminy,1
VR Aaron,Yuvraj Singh,1
VR Aaron,AD Mathews,1
Iqbal Abdulla,MA Agarwal,1
D Wiese,NM Coulter-Nile,1
MA Starc,A Mishra,1
MA Starc,S Nadeem,1
HV Patel,KM Jadhav,2
D Wiese,DJ Muthuswami,1
PP Chawla,MK Tiwary,1
GB Hogg,SS Iyer,1
PP Chawla,KM Jadhav,1
PP Chawla,JP Duminy,1
AD Russell,AD Mathews,1
SN Thakur,SS Iyer,1
STR Binny,MA Agarwal,1
SR Watson,SS Iyer,1
JP Faulkner,Yuvraj Singh,1
STR Binny,AD Mathews,1
DS Kulkarni,KM Jadhav,1
JP Faulkner,JP Duminy,1
DS Kulkarni,NM Coulter-Nile,1
SL Malinga,MA Agarwal,1
Harbhajan Singh,SS Iyer,1
J Suchith,JP Duminy,1
Harbhajan Singh,KM Jadhav,1
HH Pandya,AD Mathews,1
SL Malinga,Yuvraj Singh,1
Parvez Rasool,Yuvraj Singh,1
KV Sharma,JP Duminy,1
IC Pandey,Q de Kock,1
P Negi,Yuvraj Singh,1
P Negi,JA Morkel,1
YS Chahal,Q de Kock,2
YS Chahal,Yuvraj Singh,1
YS Chahal,AD Mathews,1
AD Russell,Q de Kock,2
AD Russell,MA Agarwal,1
JW Hastings,KK Nair,1
GB Hogg,P Negi,1
PP Chawla,CR Brathwaite,1
PP Chawla,CH Morris,1
GB Hogg,SV Samson,1
GB Hogg,A Mishra,1
JW Hastings,Z Khan,1
AR Patel,SV Samson,1
S Aravind,SS Iyer,1
SR Watson,SV Samson,1
SR Watson,Q de Kock,1
MJ McClenaghan,Q de Kock,1
HH Pandya,SS Iyer,1
DS Kulkarni,SV Samson,1
DS Kulkarni,Q de Kock,1
DS Kulkarni,KK Nair,1
JP Faulkner,RR Pant,1
DJ Bravo,JP Duminy,1
SP Narine,SV Samson,1
UT Yadav,KK Nair,1
UT Yadav,CH Morris,1
UT Yadav,SW Billings,1
AD Russell,CR Brathwaite,1
RA Jadeja,RR Pant,1
S Kaushik,Q de Kock,1
AB Dinda,RR Pant,1
SM Boland,SV Samson,1
R Bhatia,KK Nair,1
R Bhatia,SW Billings,1
SM Boland,CR Brathwaite,1
SM Boland,JP Duminy,1
R Ashwin,J Yadav,1
MP Stoinis,Q de Kock,1
MP Stoinis,SV Samson,1
KC Cariappa,KK Nair,1
MP Stoinis,SW Billings,1
Sandeep Sharma,CR Brathwaite,1
MC Henriques,KK Nair,1
MC Henriques,Q de Kock,1
R Vinay Kumar,MA Agarwal,1
KH Pandya,SV Samson,1
