bowler,batsman,times
JD Unadkat,LMP Simmons,1
LH Ferguson,AT Rayudu,1
A Zampa,RG Sharma,1
A Zampa,KA Pollard,1
DT Christian,HH Pandya,1
SN Thakur,KV Sharma,1
DT Christian,KH Pandya,1
DL Chahar,E Lewis,1
SR Watson,RG Sharma,1
SR Watson,SA Yadav,1
Imran Tahir,Ishan Kishan,3
B Stanlake,RG Sharma,1
S Kaul,Ishan Kishan,1
S Kaul,E Lewis,1
Shakib Al Hasan,KH Pandya,1
B Stanlake,KA Pollard,1
Rashid Khan,BCJ Cutting,1
Sandeep Sharma,SA Yadav,3
Sandeep Sharma,PJ Sangwan,1
R Tewatia,E Lewis,1
R Tewatia,SA Yadav,1
DT Christian,Ishan Kishan,1
DT Christian,KA Pollard,2
TA Boult,RG Sharma,3
Mohammed Shami,KH Pandya,3
TA Boult,HH Pandya,1
UT Yadav,SA Yadav,2
UT Yadav,Ishan Kishan,1
CJ Anderson,E Lewis,1
CJ Anderson,KH Pandya,1
CJ Anderson,RG Sharma,1
DS Kulkarni,E Lewis,2
DS Kulkarni,Ishan Kishan,1
JD Unadkat,SA Yadav,1
JC Archer,KH Pandya,2
JC Archer,HH Pandya,2
JC Archer,MJ McClenaghan,1
Sandeep Sharma,E Lewis,1
Mohammad Nabi,Ishan Kishan,1
Shakib Al Hasan,RG Sharma,1
Rashid Khan,KH Pandya,2
Rashid Khan,KA Pollard,2
Basil Thampi,SA Yadav,1
S Kaul,MJ McClenaghan,1
S Kaul,M Markande,1
S Kaul,HH Pandya,2
Basil Thampi,Mustafizur Rahman,1
Harbhajan Singh,SA Yadav,1
DJ Bravo,E Lewis,1
TG Southee,Ishan Kishan,1
UT Yadav,RG Sharma,4
Mohammed Siraj,KA Pollard,1
C de Grandhomme,JP Duminy,1
Mohammed Siraj,KH Pandya,2
TG Southee,HH Pandya,1
Mujeeb Ur Rahman,E Lewis,1
MP Stoinis,SA Yadav,2
Mujeeb Ur Rahman,Ishan Kishan,2
AJ Tye,HH Pandya,2
AD Russell,E Lewis,2
AD Russell,SA Yadav,4
SP Narine,KH Pandya,2
PP Chawla,E Lewis,1
PP Chawla,SA Yadav,1
SP Narine,Ishan Kishan,2
TK Curran,HH Pandya,1
M Prasidh Krishna,RG Sharma,2
PP Chawla,BCJ Cutting,1
JC Archer,SA Yadav,1
JC Archer,RG Sharma,2
BA Stokes,Ishan Kishan,1
JD Unadkat,KH Pandya,1
BA Stokes,HH Pandya,1
AJ Tye,E Lewis,1
AJ Tye,Ishan Kishan,1
AJ Tye,SA Yadav,1
MP Stoinis,KH Pandya,3
R Ashwin,KA Pollard,4
R Ashwin,BCJ Cutting,1
S Lamichhane,SA Yadav,1
A Mishra,Ishan Kishan,2
A Mishra,E Lewis,1
S Lamichhane,KA Pollard,1
S Lamichhane,KH Pandya,1
HV Patel,RG Sharma,3
A Mishra,HH Pandya,2
TA Boult,M Markande,1
HV Patel,BCJ Cutting,1
HV Patel,JJ Bumrah,1
I Sharma,RG Sharma,3
I Sharma,SA Yadav,1
I Sharma,Q de Kock,1
KMA Paul,KA Pollard,1
AR Patel,HH Pandya,1
TA Boult,KH Pandya,1
K Rabada,BCJ Cutting,1
K Rabada,Yuvraj Singh,1
R Tewatia,MJ McClenaghan,1
YS Chahal,Q de Kock,3
YS Chahal,Yuvraj Singh,1
YS Chahal,SA Yadav,3
UT Yadav,KH Pandya,1
Mohammed Siraj,MJ McClenaghan,1
Mohammed Siraj,M Markande,1
GC Viljoen,RG Sharma,1
M Ashwin,SA Yadav,1
Mohammed Shami,Q de Kock,3
M Ashwin,Yuvraj Singh,1
GC Viljoen,KH Pandya,1
Mohammed Shami,HH Pandya,3
DL Chahar,Q de Kock,3
RA Jadeja,RG Sharma,2
Imran Tahir,Yuvraj Singh,1
MM Sharma,KH Pandya,1
DJ Bravo,SA Yadav,1
Mohammad Nabi,RG Sharma,1
S Kaul,Q de Kock,1
S Kaul,KH Pandya,1
Rashid Khan,Ishan Kishan,3
B Kumar,RD Chahar,1
Mohammed Shami,SD Lad,1
SM Curran,SA Yadav,2
R Ashwin,Q de Kock,3
SM Curran,Ishan Kishan,1
AS Rajpoot,KA Pollard,1
DS Kulkarni,SA Yadav,1
JC Archer,KA Pollard,1
JC Archer,Q de Kock,2
JD Unadkat,Ishan Kishan,1
MM Ali,RG Sharma,1
MM Ali,Q de Kock,2
YS Chahal,Ishan Kishan,3
AR Patel,BCJ Cutting,1
AR Patel,Q de Kock,2
K Rabada,SA Yadav,3
K Rabada,HH Pandya,1
S Gopal,RG Sharma,2
STR Binny,SA Yadav,1
S Gopal,Q de Kock,1
JD Unadkat,KA Pollard,2
MJ Santner,E Lewis,1
Imran Tahir,KH Pandya,2
MJ Santner,RG Sharma,1
SP Narine,Q de Kock,1
HF Gurney,RG Sharma,1
SP Narine,KA Pollard,1
HF Gurney,HH Pandya,1
PP Chawla,KH Pandya,1
KK Ahmed,RG Sharma,2
KK Ahmed,SA Yadav,2
Mohammad Nabi,E Lewis,1
B Kumar,HH Pandya,1
KK Ahmed,KA Pollard,1
M Prasidh Krishna,Q de Kock,2
DL Chahar,RG Sharma,3
Harbhajan Singh,Q de Kock,1
SN Thakur,Q de Kock,1
Imran Tahir,SA Yadav,1
DL Chahar,HH Pandya,1
DL Chahar,RD Chahar,1
DJ Bravo,MJ McClenaghan,1
PP Chawla,RG Sharma,2
SM Curran,Q de Kock,1
DL Chahar,SA Yadav,1
RA Jadeja,SS Tiwary,1
RA Jadeja,HH Pandya,1
L Ngidi,KH Pandya,1
L Ngidi,KA Pollard,1
L Ngidi,JL Pattinson,1
DL Chahar,TA Boult,1
Sandeep Sharma,RG Sharma,5
Sandeep Sharma,Q de Kock,1
S Nadeem,SA Yadav,1
S Nadeem,KH Pandya,1
Rashid Khan,SS Tiwary,1
Sandeep Sharma,Ishan Kishan,3
JO Holder,NM Coulter-Nile,2
JO Holder,KA Pollard,1
Mohammed Siraj,Q de Kock,1
Mohammed Siraj,SS Tiwary,1
YS Chahal,KH Pandya,1
SS Cottrell,Q de Kock,1
Ravi Bishnoi,SA Yadav,4
K Gowtham,Ishan Kishan,1
Mohammed Shami,RG Sharma,4
Shivam Mavi,Q de Kock,1
SP Narine,SA Yadav,1
SP Narine,SS Tiwary,1
Shivam Mavi,RG Sharma,2
AD Russell,HH Pandya,2
Kartik Tyagi,Q de Kock,1
S Gopal,Ishan Kishan,1
Arshdeep Singh,RG Sharma,1
Mohammed Shami,SA Yadav,1
Arshdeep Singh,Ishan Kishan,3
Ravi Bishnoi,KH Pandya,1
CJ Jordan,Q de Kock,1
CJ Jordan,HH Pandya,1
CV Varun,SA Yadav,1
AR Patel,RG Sharma,3
MP Stoinis,HH Pandya,1
K Rabada,Ishan Kishan,2
A Nortje,Q de Kock,1
S Kaul,SA Yadav,1
Rashid Khan,Q de Kock,1
Kartik Tyagi,Ishan Kishan,1
S Gopal,SA Yadav,1
S Gopal,KA Pollard,1
JC Archer,SS Tiwary,1
I Udana,SA Yadav,1
A Zampa,HH Pandya,1
I Udana,Ishan Kishan,1
NA Saini,KA Pollard,1
R Ashwin,RG Sharma,3
A Nortje,SA Yadav,2
MP Stoinis,Q de Kock,2
R Ashwin,SA Yadav,1
A Nortje,RG Sharma,2
K Rabada,KA Pollard,1
A Nortje,HH Pandya,2
YS Chahal,RG Sharma,2
KA Jamieson,SA Yadav,1
Washington Sundar,CA Lynn,1
HV Patel,HH Pandya,3
HV Patel,Ishan Kishan,1
HV Patel,KH Pandya,1
HV Patel,KA Pollard,2
HV Patel,M Jansen,1
HV Patel,RD Chahar,2
CV Varun,Q de Kock,1
Shakib Al Hasan,SA Yadav,1
PJ Cummins,Ishan Kishan,3
PJ Cummins,RG Sharma,3
M Prasidh Krishna,HH Pandya,1
AD Russell,KA Pollard,2
AD Russell,M Jansen,1
AD Russell,KH Pandya,1
AD Russell,JJ Bumrah,2
AD Russell,RD Chahar,1
V Shankar,RG Sharma,1
V Shankar,SA Yadav,1
Mujeeb Ur Rahman,Q de Kock,1
KK Ahmed,HH Pandya,1
Avesh Khan,SA Yadav,1
Lalit Yadav,KH Pandya,1
A Mishra,KA Pollard,2
K Rabada,J Yadav,1
Avesh Khan,RD Chahar,1
DJ Hooda,Q de Kock,1
Ravi Bishnoi,Ishan Kishan,4
Arshdeep Singh,HH Pandya,1
CH Morris,RG Sharma,3
CH Morris,SA Yadav,1
Mustafizur Rahman,KH Pandya,1
SN Thakur,RG Sharma,1
RA Jadeja,SA Yadav,2
SM Curran,KH Pandya,1
SM Curran,HH Pandya,1
SM Curran,JDS Neesham,1
JO Holder,HH Pandya,1
Umran Malik,Ishan Kishan,2
Abhishek Sharma,KA Pollard,1
Abhishek Sharma,JDS Neesham,1
JO Holder,PP Chawla,1
JO Holder,SA Yadav,1
C Sakariya,RG Sharma,1
Mustafizur Rahman,SA Yadav,1
M Prasidh Krishna,SA Yadav,1
LH Ferguson,Ishan Kishan,1
LH Ferguson,KA Pollard,1
LH Ferguson,KH Pandya,1
Ravi Bishnoi,RG Sharma,3
NT Ellis,SS Tiwary,1
DL Chahar,Anmolpreet Singh,1
SN Thakur,SA Yadav,2
DJ Bravo,Ishan Kishan,1
JR Hazlewood,KA Pollard,1
MM Ali,KH Pandya,1
DJ Bravo,AF Milne,1
DJ Bravo,RD Chahar,1
GJ Maxwell,RG Sharma,1
GJ Maxwell,KH Pandya,1
Mohammed Siraj,SA Yadav,1
YS Chahal,JJ Bumrah,1
HV Patel,AF Milne,1
Avesh Khan,RG Sharma,2
AR Patel,SA Yadav,1
AR Patel,SS Tiwary,1
A Nortje,KA Pollard,1
Avesh Khan,HH Pandya,2
Avesh Khan,NM Coulter-Nile,1
R Ashwin,J Yadav,1
Kuldeep Yadav,RG Sharma,1
Kuldeep Yadav,Anmolpreet Singh,1
KK Ahmed,Tilak Varma,2
Kuldeep Yadav,KA Pollard,1
KK Ahmed,TH David,1
Navdeep Saini,Anmolpreet Singh,1
TA Boult,Ishan Kishan,2
R Ashwin,Tilak Varma,1
YS Chahal,TH David,1
YS Chahal,DR Sams,1
M Prasidh Krishna,M Ashwin,1
Navdeep Saini,KA Pollard,1
CV Varun,D Brevis,1
PJ Cummins,SA Yadav,1
PWH de Silva,D Brevis,1
Akash Deep,Ishan Kishan,2
Akash Deep,Tilak Varma,1
PWH de Silva,KA Pollard,1
HV Patel,Ramandeep Singh,1
VG Arora,Ishan Kishan,1
OF Smith,D Brevis,1
Arshdeep Singh,Tilak Varma,2
VG Arora,KA Pollard,1
OF Smith,JD Unadkat,1
OF Smith,JJ Bumrah,1
OF Smith,TS Mills,1
Avesh Khan,D Brevis,1
MP Stoinis,Ishan Kishan,1
JO Holder,Tilak Varma,2
Avesh Khan,FA Allen,1
PVD Chameera,JD Unadkat,1
PVD Chameera,M Ashwin,1
PVD Chameera,KA Pollard,1
Mukesh Choudhary,RG Sharma,1
Mukesh Choudhary,Ishan Kishan,2
Mukesh Choudhary,D Brevis,1
MJ Santner,SA Yadav,2
DJ Bravo,HR Shokeen,1
M Theekshana,KA Pollard,1
DJ Bravo,DR Sams,1
Mohsin Khan,D Brevis,1
KH Pandya,RG Sharma,1
A Badoni,SA Yadav,1
KH Pandya,KA Pollard,1
KH Pandya,JD Unadkat,1
KH Pandya,DR Sams,1
M Prasidh Krishna,Tilak Varma,1
KR Sen,KA Pollard,1
PJ Sangwan,SA Yadav,1
AS Joseph,Ishan Kishan,1
LH Ferguson,Tilak Varma,1
LH Ferguson,DR Sams,1
TG Southee,RG Sharma,1
AD Russell,Tilak Varma,1
AD Russell,Ramandeep Singh,1
CV Varun,TH David,1
PJ Cummins,DR Sams,1
PJ Cummins,M Ashwin,1
PJ Cummins,K Kartikeya,1
Simarjeet Singh,RG Sharma,1
Mukesh Choudhary,DR Sams,1
Mukesh Choudhary,T Stubbs,1
MM Ali,HR Shokeen,1
Umran Malik,Tilak Varma,1
Umran Malik,DR Sams,1
B Kumar,T Stubbs,1
T Natarajan,TH David,2
B Kumar,R Sanjay Yadav,1
Kuldeep Yadav,Ishan Kishan,1
SN Thakur,D Brevis,1
SN Thakur,TH David,1
A Nortje,Tilak Varma,1
Mohammed Siraj,Ishan Kishan,1
RJW Topley,C Green,1
Akash Deep,RG Sharma,1
MG Bracewell,SA Yadav,1
KV Sharma,N Wadhera,1
KV Sharma,TH David,1
HV Patel,HR Shokeen,1
TU Deshpande,RG Sharma,1
RA Jadeja,Ishan Kishan,1
RA Jadeja,C Green,1
MJ Santner,Arshad Khan,1
RA Jadeja,Tilak Varma,1
SSB Magala,T Stubbs,1
TU Deshpande,TH David,2
Lalit Yadav,Ishan Kishan,1
Mukesh Kumar,Tilak Varma,2
Mukesh Kumar,SA Yadav,1
Mustafizur Rahman,RG Sharma,1
Suyash Sharma,RG Sharma,1
CV Varun,Ishan Kishan,1
Suyash Sharma,Tilak Varma,1
LH Ferguson,N Wadhera,1
T Natarajan,RG Sharma,1
M Jansen,Ishan Kishan,2
M Jansen,SA Yadav,1
B Kumar,Tilak Varma,1
LS Livingstone,RG Sharma,1
NT Ellis,C Green,2
Arshdeep Singh,SA Yadav,1
Arshdeep Singh,N Wadhera,1
HH Pandya,RG Sharma,1
Rashid Khan,Tilak Varma,2
Noor Ahmad,C Green,1
Noor Ahmad,TH David,1
Noor Ahmad,SA Yadav,1
MM Sharma,PP Chawla,2
MM Sharma,N Wadhera,1
MM Sharma,Arjun Tendulkar,1
R Ashwin,Ishan Kishan,1
R Ashwin,C Green,1
TA Boult,SA Yadav,1
R Dhawan,RG Sharma,1
NT Ellis,SA Yadav,1
TU Deshpande,C Green,1
DL Chahar,Ishan Kishan,1
M Pathirana,N Wadhera,1
M Pathirana,Arshad Khan,1
M Pathirana,T Stubbs,1
PWH de Silva,Ishan Kishan,1
PWH de Silva,RG Sharma,1
Vijaykumar Vyshak,SA Yadav,2
Vijaykumar Vyshak,TH David,1
Rashid Khan,N Wadhera,1
MM Sharma,Vishnu Vinod,2
Rashid Khan,TH David,2
Yash Thakur,SA Yadav,1
Mohsin Khan,N Wadhera,2
Yash Thakur,Vishnu Vinod,1
B Kumar,Ishan Kishan,1
Mayank Dagar,RG Sharma,1
Naveen-ul-Haq,RG Sharma,1
Yash Thakur,Ishan Kishan,1
Naveen-ul-Haq,SA Yadav,1
Naveen-ul-Haq,C Green,1
Yash Thakur,TH David,1
Naveen-ul-Haq,Tilak Varma,2
Mohsin Khan,CJ Jordan,1
Yash Thakur,N Wadhera,1
Mohammed Shami,N Wadhera,1
J Little,C Green,1
MM Sharma,SA Yadav,1
MM Sharma,CJ Jordan,1
MM Sharma,K Kartikeya,1
Azmatullah Omarzai,Ishan Kishan,1
Azmatullah Omarzai,Naman Dhir,1
R Sai Kishore,RG Sharma,1
MM Sharma,D Brevis,1
MM Sharma,TH David,1
SH Johnson,Tilak Varma,1
SH Johnson,G Coetzee,1
UT Yadav,HH Pandya,1
UT Yadav,PP Chawla,1
Shahbaz Ahmed,Ishan Kishan,1
JD Unadkat,Naman Dhir,1
PJ Cummins,Tilak Varma,1
TA Boult,Naman Dhir,1
TA Boult,D Brevis,1
N Burger,Ishan Kishan,1
YS Chahal,HH Pandya,2
Avesh Khan,PP Chawla,1
YS Chahal,Tilak Varma,1
YS Chahal,G Coetzee,1
N Burger,TH David,1
AR Patel,Ishan Kishan,1
WG Jacks,RG Sharma,1
M Pathirana,Ishan Kishan,1
M Pathirana,SA Yadav,1
M Pathirana,Tilak Varma,1
TU Deshpande,HH Pandya,1
Mustafizur Rahman,TH David,1
M Pathirana,R Shepherd,1
SM Curran,RG Sharma,1
HV Patel,TH David,1
HV Patel,R Shepherd,1
HV Patel,Mohammad Nabi,1
YS Chahal,Mohammad Nabi,1
TA Boult,N Wadhera,1
Sandeep Sharma,Tilak Varma,1
Sandeep Sharma,G Coetzee,1
Sandeep Sharma,TH David,1
Mukesh Kumar,Ishan Kishan,1
Rasikh Salam,HH Pandya,1
Rasikh Salam,N Wadhera,1
Mukesh Kumar,TH David,1
Rasikh Salam,Mohammad Nabi,1
Mukesh Kumar,PP Chawla,1
Mohsin Khan,RG Sharma,1
Naveen-ul-Haq,HH Pandya,1
MP Yadav,Mohammad Nabi,1
MA Starc,Ishan Kishan,1
CV Varun,Naman Dhir,1
CV Varun,Tilak Varma,1
SP Narine,N Wadhera,1
MA Starc,TH David,1
MA Starc,PP Chawla,1
MA Starc,G Coetzee,1
B Kumar,Naman Dhir,1
CV Varun,RG Sharma,1
CV Varun,HH Pandya,1
AD Russell,TH David,1
Harshit Rana,N Wadhera,1
Harshit Rana,Naman Dhir,1
Harshit Rana,Tilak Varma,1
Naveen-ul-Haq,D Brevis,1
KH Pandya,SA Yadav,1
Mohsin Khan,HH Pandya,1
Ravi Bishnoi,N Wadhera,1
Naveen-ul-Haq,Ishan Kishan,1
Z Khan,L Ronchi,1
Z Khan,DJ Thornely,1
Z Khan,ST Jayasuriya,1
B Akhil,PR Shah,1
B Akhil,RV Uthappa,1
P Kumar,AM Nayar,1
Z Khan,SM Pollock,1
JDP Oram,L Ronchi,1
MS Gony,ST Jayasuriya,1
Joginder Sharma,RV Uthappa,1
P Amarnath,SM Pollock,1
Joginder Sharma,DJ Bravo,2
M Muralitharan,MA Khote,1
M Muralitharan,Harbhajan Singh,1
B Lee,ST Jayasuriya,2
B Lee,L Ronchi,1
PP Chawla,DJ Bravo,1
VRV Singh,RV Uthappa,1
PP Chawla,SS Tiwary,2
IK Pathan,AM Nayar,2
IK Pathan,Harbhajan Singh,1
S Sreesanth,SM Pollock,1
S Sreesanth,MA Khote,1
RP Singh,L Ronchi,1
SB Bangar,AM Rahane,1
Shahid Afridi,RV Uthappa,1
Shahid Afridi,ST Jayasuriya,1
SB Bangar,SM Pollock,1
DNT Zoysa,AM Nayar,1
RP Singh,DJ Bravo,3
AB Agarkar,AM Rahane,1
I Sharma,ST Jayasuriya,1
AB Dinda,MK Pandey,1
VY Mahesh,YV Takawale,1
VY Mahesh,ST Jayasuriya,1
PJ Sangwan,RV Uthappa,1
R Bhatia,DJ Thornely,1
V Sehwag,AM Nayar,1
Shoaib Malik,DJ Bravo,1
Mohammad Asif,SS Tiwary,1
VY Mahesh,SM Pollock,1
SR Watson,ST Jayasuriya,2
SK Warne,YV Takawale,1
SR Watson,DJ Bravo,1
DW Steyn,ST Jayasuriya,2
Joginder Sharma,SR Tendulkar,1
Shoaib Akhtar,SR Tendulkar,1
I Sharma,RV Uthappa,1
Y Venugopal Rao,ST Jayasuriya,1
Shahid Afridi,SR Tendulkar,1
Shahid Afridi,DJ Thornely,1
Y Venugopal Rao,RV Uthappa,1
RP Singh,AM Nayar,1
RP Singh,PR Shah,1
S Sreesanth,ST Jayasuriya,1
PP Chawla,DR Smith,2
PP Chawla,AM Nayar,1
IK Pathan,SR Tendulkar,2
Yuvraj Singh,SM Pollock,1
Yuvraj Singh,RV Uthappa,1
S Sreesanth,PR Shah,1
VRV Singh,SD Chitnis,1
VRV Singh,A Nehra,1
VRV Singh,VS Yeligati,1
VY Mahesh,SR Tendulkar,1
VY Mahesh,DR Smith,1
A Mishra,ST Jayasuriya,1
B Geeves,AM Nayar,1
MF Maharoof,SM Pollock,1
VY Mahesh,SD Chitnis,1
VY Mahesh,PR Shah,1
VY Mahesh,A Nel,1
SK Trivedi,ST Jayasuriya,1
SK Trivedi,SR Tendulkar,1
SK Warne,RV Uthappa,1
Sohail Tanvir,AM Nayar,1
Sohail Tanvir,SM Pollock,1
Sohail Tanvir,MK Pandey,1
Sohail Tanvir,DR Smith,1
T Thushara,ST Jayasuriya,1
MS Gony,S Dhawan,1
MS Gony,JP Duminy,1
JDP Oram,AM Nayar,1
JDP Oram,Harbhajan Singh,1
A Flintoff,Z Khan,1
RP Singh,ST Jayasuriya,2
PP Ojha,SR Tendulkar,1
PP Ojha,S Dhawan,2
PP Ojha,JP Duminy,1
FH Edwards,AM Nayar,1
FH Edwards,DJ Bravo,1
RP Singh,Harbhajan Singh,1
LR Shukla,SR Tendulkar,1
BJ Hodge,Harbhajan Singh,1
LR Shukla,ST Jayasuriya,1
BAW Mendis,AM Nayar,1
LR Shukla,DJ Bravo,1
I Sharma,S Dhawan,1
IK Pathan,ST Jayasuriya,1
VS Malik,SR Tendulkar,1
YA Abdulla,S Dhawan,1
RR Powar,DJ Bravo,1
PP Chawla,Harbhajan Singh,1
YA Abdulla,JP Duminy,1
AB Dinda,ST Jayasuriya,1
M Kartik,Harbhajan Singh,1
AB Agarkar,SR Tendulkar,1
BJ Hodge,AM Nayar,1
CH Gayle,GR Napier,1
I Sharma,AM Rahane,1
D du Preez,SR Tendulkar,1
D du Preez,AM Rahane,1
D du Preez,JP Duminy,1
RE van der Merwe,ST Jayasuriya,2
RP Singh,SR Tendulkar,3
TL Suman,PR Shah,1
TL Suman,DJ Bravo,1
RG Sharma,AM Nayar,1
RG Sharma,Harbhajan Singh,1
RG Sharma,JP Duminy,1
RG Sharma,SS Tiwary,1
DP Nannes,L Ronchi,1
DP Nannes,JP Duminy,2
PJ Sangwan,SR Tendulkar,2
R Bhatia,PR Shah,1
DP Nannes,DJ Bravo,1
A Nehra,AM Nayar,1
A Nehra,Harbhajan Singh,1
R Bhatia,RR Raje,1
R Bhatia,AM Rahane,1
R Bhatia,DS Kulkarni,1
R Vinay Kumar,SR Tendulkar,2
PP Chawla,AM Rahane,1
MM Patel,DJ Bravo,1
SK Warne,AM Rahane,1
SK Trivedi,YV Takawale,1
SK Warne,ST Jayasuriya,1
SK Trivedi,JP Duminy,2
SK Warne,SR Tendulkar,1
J Botha,AM Nayar,1
MM Patel,DS Kulkarni,1
MM Patel,C Nanda,1
MM Patel,SL Malinga,1
JA Morkel,DJ Bravo,1
S Tyagi,ST Jayasuriya,1
SK Raina,SR Tendulkar,1
JA Morkel,JP Duminy,1
JA Morkel,Harbhajan Singh,1
DP Nannes,ST Jayasuriya,1
PJ Sangwan,Mohammad Ashraful,1
R Bhatia,SR Tendulkar,3
AM Salvi,AM Nayar,1
DP Nannes,PR Shah,1
PJ Sangwan,AM Rahane,1
PJ Sangwan,SL Malinga,1
A Uniyal,ST Jayasuriya,1
AD Mascarenhas,SR Tendulkar,1
AD Mascarenhas,AP Tare,1
A Uniyal,AT Rayudu,1
SW Tait,SS Tiwary,1
A Uniyal,R Sathish,1
SW Tait,Harbhajan Singh,1
MF Maharoof,ST Jayasuriya,1
PJ Sangwan,AP Tare,1
A Mishra,SR Tendulkar,2
MF Maharoof,AT Rayudu,1
DP Nannes,SS Tiwary,1
S Ladda,DJ Bravo,1
S Ladda,KA Pollard,1
JH Kallis,AP Tare,1
A Kumble,SS Tiwary,1
R Vinay Kumar,AT Rayudu,4
R Vinay Kumar,DJ Bravo,1
DW Steyn,KA Pollard,1
DW Steyn,R Sathish,1
P Kumar,Harbhajan Singh,4
M Kartik,S Dhawan,1
I Sharma,SS Tiwary,1
I Sharma,KA Pollard,1
SB Jakati,S Dhawan,1
M Muralitharan,SS Tiwary,1
Joginder Sharma,R Sathish,1
M Muralitharan,KA Pollard,1
L Balaji,SR Tendulkar,1
Jaskaran Singh,S Dhawan,1
RP Singh,SS Tiwary,1
PP Ojha,AT Rayudu,1
PP Ojha,R Sathish,1
Jaskaran Singh,KA Pollard,1
PP Chawla,SR Tendulkar,3
IK Pathan,KA Pollard,3
RS Bopara,S Dhawan,1
SJ Srivastava,AT Rayudu,2
RS Bopara,DJ Bravo,1
RS Bopara,SS Tiwary,1
R Sharma,SR Tendulkar,2
PP Ojha,DJ Bravo,1
PP Ojha,SS Tiwary,1
RJ Harris,KA Pollard,1
T Thushara,S Dhawan,1
SK Raina,AT Rayudu,1
S Tyagi,DJ Bravo,1
SB Jakati,SS Tiwary,2
SB Jakati,R Sathish,1
R Ashwin,R McLaren,1
T Thushara,SR Tendulkar,1
DE Bollinger,Harbhajan Singh,1
IK Pathan,S Dhawan,1
IK Pathan,R Sathish,1
L Ablish,Harbhajan Singh,1
L Ablish,R McLaren,1
L Ablish,JP Duminy,1
SR Watson,AT Rayudu,4
SR Watson,SS Tiwary,1
AP Dole,KA Pollard,1
AB McDonald,C Madan,1
PJ Sangwan,SS Tiwary,1
A Nehra,AT Rayudu,3
JH Kallis,SR Tendulkar,2
JH Kallis,AT Rayudu,2
A Kumble,KA Pollard,1
KP Pietersen,R McLaren,1
SE Bond,AP Tare,1
SE Bond,S Dhawan,1
JD Unadkat,JP Duminy,1
M Kartik,SS Tiwary,1
M Kartik,DJ Bravo,1
MK Tiwary,R Sathish,1
AB Dinda,STR Binny,1
