bowler,batsman,times
K Rabada,KK Ahmed,1
DL Chahar,DA Warner,1
Imran Tahir,KS Williamson,1
Imran Tahir,V Shankar,1
KV Sharma,DJ Hooda,1
Y Prithvi Raj,DA Warner,1
Harbhajan Singh,JM Bairstow,1
DL Chahar,V Shankar,1
S Gopal,KS Williamson,1
O Thomas,DA Warner,1
VR Aaron,V Shankar,1
JD Unadkat,DJ Hooda,1
O Thomas,WP Saha,1
JD Unadkat,Shakib Al Hasan,1
VR Aaron,B Kumar,1
M Ashwin,WP Saha,1
R Ashwin,MK Pandey,1
R Ashwin,DA Warner,3
Mohammed Shami,Mohammad Nabi,1
Arshdeep Singh,Rashid Khan,2
JJ Bumrah,WP Saha,1
JJ Bumrah,MJ Guptill,1
KH Pandya,KS Williamson,1
KH Pandya,V Shankar,1
HH Pandya,Abhishek Sharma,1
HH Pandya,Mohammad Nabi,1
JJ Bumrah,MK Pandey,1
NA Saini,WP Saha,1
Washington Sundar,MJ Guptill,1
Washington Sundar,MK Pandey,1
Washington Sundar,V Shankar,1
YS Chahal,YK Pathan,1
NA Saini,Mohammad Nabi,1
K Khejroliya,Rashid Khan,1
I Sharma,WP Saha,1
A Mishra,MJ Guptill,1
KMA Paul,MK Pandey,1
I Sharma,KS Williamson,1
TA Boult,V Shankar,1
KMA Paul,Mohammad Nabi,1
KMA Paul,DJ Hooda,1
KMA Paul,Rashid Khan,1
Ravi Bishnoi,DA Warner,2
M Ashwin,JM Bairstow,1
Mohammed Shami,Abdul Samad,1
CJ Jordan,MK Pandey,1
Arshdeep Singh,V Shankar,1
CJ Jordan,JO Holder,1
CJ Jordan,Rashid Khan,1
Arshdeep Singh,Sandeep Sharma,1
Arshdeep Singh,PK Garg,2
Arshdeep Singh,KK Ahmed,1
Washington Sundar,DA Warner,1
YS Chahal,WP Saha,1
I Udana,KS Williamson,1
NA Saini,Abhishek Sharma,1
Kartik Tyagi,JM Bairstow,1
JC Archer,DA Warner,2
JD Unadkat,PK Garg,1
LH Ferguson,KS Williamson,1
LH Ferguson,PK Garg,1
CV Varun,JM Bairstow,1
LH Ferguson,MK Pandey,1
PJ Cummins,V Shankar,1
Shivam Mavi,Abdul Samad,1
LH Ferguson,DA Warner,1
LH Ferguson,Abdul Samad,1
DL Chahar,JM Bairstow,1
PP Chawla,KS Williamson,1
DL Chahar,Abhishek Sharma,2
JC Archer,JM Bairstow,1
A Nortje,WP Saha,1
SM Curran,DA Warner,1
SM Curran,MK Pandey,1
RA Jadeja,JM Bairstow,1
KV Sharma,PK Garg,1
DJ Bravo,V Shankar,1
SN Thakur,Rashid Khan,1
DJ Bravo,S Nadeem,1
A Mishra,DA Warner,1
A Mishra,MK Pandey,1
K Rabada,JM Bairstow,1
K Rabada,KS Williamson,2
UT Yadav,DA Warner,4
YS Chahal,V Shankar,1
S Dube,PK Garg,1
S Dube,Abhishek Sharma,1
NA Saini,B Kumar,1
NA Saini,Rashid Khan,1
S Dube,MR Marsh,1
DW Steyn,Sandeep Sharma,1
TA Boult,JM Bairstow,1
JL Pattinson,MK Pandey,1
TA Boult,KS Williamson,1
KH Pandya,PK Garg,1
JL Pattinson,DA Warner,1
JJ Bumrah,Abdul Samad,1
JJ Bumrah,Abhishek Sharma,2
Ravi Bishnoi,JM Bairstow,1
Arshdeep Singh,MK Pandey,1
Ravi Bishnoi,Abdul Samad,2
Mohammed Shami,Abhishek Sharma,1
PJ Cummins,JM Bairstow,2
CV Varun,DA Warner,1
AD Russell,MK Pandey,1
AD Russell,WP Saha,1
Mohammed Siraj,SP Goswami,1
Mohammed Siraj,DA Warner,1
A Zampa,MK Pandey,1
YS Chahal,PK Garg,1
MP Stoinis,PK Garg,1
MP Stoinis,MK Pandey,1
AR Patel,JO Holder,2
MP Stoinis,KS Williamson,1
K Rabada,Abdul Samad,2
K Rabada,Rashid Khan,1
K Rabada,SP Goswami,1
M Prasidh Krishna,DA Warner,1
Shakib Al Hasan,WP Saha,1
M Prasidh Krishna,Mohammad Nabi,1
AD Russell,V Shankar,1
KA Jamieson,DA Warner,1
Shahbaz Ahmed,JM Bairstow,1
Shahbaz Ahmed,MK Pandey,1
Shahbaz Ahmed,Abdul Samad,1
HV Patel,V Shankar,1
Mohammed Siraj,JO Holder,1
HV Patel,Rashid Khan,1
HV Patel,S Nadeem,1
KH Pandya,JM Bairstow,1
RD Chahar,MK Pandey,1
KA Pollard,DA Warner,1
RD Chahar,Virat Singh,1
RD Chahar,Abhishek Sharma,2
TA Boult,Abdul Samad,1
TA Boult,Rashid Khan,1
JJ Bumrah,V Shankar,1
TA Boult,B Kumar,1
TA Boult,KK Ahmed,1
FA Allen,DA Warner,1
Avesh Khan,JM Bairstow,1
Avesh Khan,Virat Singh,1
A Mishra,KM Jadhav,1
AR Patel,Abhishek Sharma,2
AR Patel,Rashid Khan,1
Avesh Khan,V Shankar,1
SM Curran,JM Bairstow,1
L Ngidi,DA Warner,1
L Ngidi,MK Pandey,1
Mustafizur Rahman,MK Pandey,1
CH Morris,V Shankar,1
Kartik Tyagi,KS Williamson,1
Mustafizur Rahman,Mohammad Nabi,1
CH Morris,Abdul Samad,1
CH Morris,KM Jadhav,1
Mustafizur Rahman,Rashid Khan,1
TA Boult,JJ Roy,1
JDS Neesham,Abhishek Sharma,1
PP Chawla,Mohammad Nabi,1
JDS Neesham,Abdul Samad,1
JJ Bumrah,PK Garg,1
NM Coulter-Nile,JO Holder,1
NM Coulter-Nile,WP Saha,1
JR Hazlewood,JJ Roy,1
DJ Bravo,PK Garg,1
RA Jadeja,WP Saha,1
JR Hazlewood,Abhishek Sharma,1
JR Hazlewood,Abdul Samad,1
SN Thakur,JO Holder,1
GHS Garton,Abhishek Sharma,1
HV Patel,KS Williamson,1
DT Christian,PK Garg,1
DT Christian,JJ Roy,1
YS Chahal,Abdul Samad,2
HV Patel,WP Saha,1
HV Patel,JO Holder,1
MK Lomror,WP Saha,1
C Sakariya,JJ Roy,1
Mustafizur Rahman,PK Garg,1
A Nortje,DA Warner,1
K Rabada,WP Saha,1
AR Patel,KS Williamson,1
K Rabada,MK Pandey,1
A Nortje,KM Jadhav,1
Avesh Khan,Rashid Khan,1
Avesh Khan,Sandeep Sharma,1
Ravi Bishnoi,MK Pandey,1
Ravi Bishnoi,KM Jadhav,1
Arshdeep Singh,WP Saha,1
TG Southee,WP Saha,1
Shivam Mavi,JJ Roy,1
Shakib Al Hasan,KS Williamson,1
Shakib Al Hasan,Abhishek Sharma,1
CV Varun,PK Garg,1
CV Varun,JO Holder,1
TG Southee,Abdul Samad,1
Shivam Mavi,Rashid Khan,1
M Prasidh Krishna,KS Williamson,1
M Prasidh Krishna,RA Tripathi,1
TA Boult,N Pooran,1
YS Chahal,Abhishek Sharma,1
YS Chahal,R Shepherd,1
TA Boult,Washington Sundar,1
Avesh Khan,KS Williamson,1
Avesh Khan,Abhishek Sharma,2
KH Pandya,AK Markram,3
KH Pandya,RA Tripathi,1
Avesh Khan,N Pooran,1
Avesh Khan,Abdul Samad,2
JO Holder,Washington Sundar,2
JO Holder,B Kumar,1
JO Holder,R Shepherd,1
Mukesh Choudhary,KS Williamson,1
DJ Bravo,Abhishek Sharma,1
Rashid Khan,Abhishek Sharma,1
R Tewatia,RA Tripathi,1
PJ Cummins,Abhishek Sharma,1
AD Russell,KS Williamson,2
AD Russell,RA Tripathi,3
RD Chahar,RA Tripathi,1
HV Patel,Abhishek Sharma,1
Mohammed Shami,RA Tripathi,2
AS Joseph,Abhishek Sharma,1
Mohammed Shami,N Pooran,1
Yash Dayal,AK Markram,1
AS Joseph,Washington Sundar,1
Mukesh Choudhary,Abhishek Sharma,1
Mukesh Choudhary,RA Tripathi,1
MJ Santner,AK Markram,1
D Pretorius,KS Williamson,1
Mukesh Choudhary,Shashank Singh,1
Mukesh Choudhary,Washington Sundar,1
KK Ahmed,Abhishek Sharma,1
A Nortje,KS Williamson,1
MR Marsh,RA Tripathi,2
KK Ahmed,AK Markram,1
SN Thakur,Shashank Singh,1
KK Ahmed,SA Abbott,1
SN Thakur,N Pooran,1
Kuldeep Yadav,Kartik Tyagi,1
GJ Maxwell,KS Williamson,1
GJ Maxwell,Abhishek Sharma,1
PWH de Silva,AK Markram,1
PWH de Silva,N Pooran,1
PWH de Silva,J Suchith,1
JR Hazlewood,RA Tripathi,1
JR Hazlewood,Kartik Tyagi,1
PWH de Silva,Shashank Singh,1
PWH de Silva,Umran Malik,1
HV Patel,B Kumar,1
TG Southee,RA Tripathi,1
CV Varun,Abhishek Sharma,1
SP Narine,N Pooran,1
UT Yadav,AK Markram,2
AD Russell,Washington Sundar,1
AD Russell,M Jansen,1
TG Southee,Shashank Singh,1
DR Sams,Abhishek Sharma,1
Ramandeep Singh,PK Garg,1
RP Meredith,N Pooran,1
Ramandeep Singh,RA Tripathi,1
Ramandeep Singh,AK Markram,1
JJ Bumrah,Washington Sundar,1
K Rabada,PK Garg,1
Harpreet Brar,RA Tripathi,1
Harpreet Brar,Abhishek Sharma,1
NT Ellis,N Pooran,1
Harpreet Brar,AK Markram,1
NT Ellis,Washington Sundar,1
NT Ellis,J Suchith,1
NT Ellis,B Kumar,1
TA Boult,Abhishek Sharma,2
TA Boult,RA Tripathi,2
YS Chahal,HC Brook,1
R Ashwin,GD Phillips,1
YS Chahal,MA Agarwal,1
YS Chahal,AU Rashid,1
YS Chahal,B Kumar,1
KH Pandya,MA Agarwal,1
KH Pandya,Anmolpreet Singh,1
Ravi Bishnoi,HC Brook,1
Yash Thakur,RA Tripathi,2
A Mishra,Washington Sundar,1
A Mishra,AU Rashid,1
JD Unadkat,Umran Malik,1
Arshdeep Singh,HC Brook,1
RD Chahar,MA Agarwal,1
AD Russell,MA Agarwal,1
CV Varun,AK Markram,2
AD Russell,Abhishek Sharma,2
JP Behrendorff,HC Brook,1
JP Behrendorff,RA Tripathi,1
C Green,AK Markram,1
PP Chawla,Abhishek Sharma,2
PP Chawla,H Klaasen,2
RP Meredith,MA Agarwal,1
RP Meredith,M Jansen,1
JP Behrendorff,Washington Sundar,1
Arjun Tendulkar,Abdul Samad,1
Arjun Tendulkar,B Kumar,1
Akash Singh,HC Brook,1
RA Jadeja,Abhishek Sharma,1
RA Jadeja,RA Tripathi,1
M Theekshana,AK Markram,1
RA Jadeja,MA Agarwal,1
M Pathirana,H Klaasen,2
M Pathirana,Washington Sundar,1
A Nortje,HC Brook,1
AR Patel,MA Agarwal,1
I Sharma,RA Tripathi,1
Kuldeep Yadav,Abhishek Sharma,2
AR Patel,AK Markram,1
A Nortje,H Klaasen,1
I Sharma,MA Agarwal,1
MR Marsh,AK Markram,1
MR Marsh,HC Brook,1
MR Marsh,Abdul Samad,1
Harshit Rana,MA Agarwal,2
SN Thakur,Abhishek Sharma,1
AS Roy,HC Brook,1
SN Thakur,H Klaasen,1
VG Arora,AK Markram,1
VG Arora,M Jansen,1
CV Varun,Abdul Samad,1
YS Chahal,Anmolpreet Singh,1
R Ashwin,Abhishek Sharma,1
YS Chahal,H Klaasen,1
YS Chahal,RA Tripathi,1
YS Chahal,AK Markram,1
K Yadav,GD Phillips,1
Yudhvir Singh,Abhishek Sharma,1
A Mishra,Anmolpreet Singh,1
KH Pandya,GD Phillips,1
Avesh Khan,H Klaasen,1
Mohammed Shami,Anmolpreet Singh,1
Yash Dayal,Abhishek Sharma,2
Mohammed Shami,AK Markram,1
MM Sharma,Sanvir Singh,1
MM Sharma,Abdul Samad,2
MM Sharma,M Jansen,1
Mohammed Shami,H Klaasen,1
MM Sharma,B Kumar,1
MG Bracewell,Abhishek Sharma,1
MG Bracewell,RA Tripathi,1
Shahbaz Ahmed,AK Markram,1
HV Patel,H Klaasen,2
Mohammed Siraj,GD Phillips,1
Akash Madhwal,Vivrant Sharma,1
Akash Madhwal,MA Agarwal,1
CJ Jordan,GD Phillips,1
Akash Madhwal,H Klaasen,1
Akash Madhwal,HC Brook,1
SP Narine,RA Tripathi,2
AD Russell,Abdul Samad,2
Harshit Rana,Shahbaz Ahmed,1
Harshit Rana,H Klaasen,2
HH Pandya,MA Agarwal,1
G Coetzee,TM Head,1
Azmatullah Omarzai,MA Agarwal,1
Noor Ahmad,TM Head,1
MM Sharma,Abhishek Sharma,1
Rashid Khan,H Klaasen,1
MM Sharma,Shahbaz Ahmed,1
MM Sharma,Washington Sundar,1
M Theekshana,TM Head,1
MM Ali,AK Markram,1
MM Ali,Shahbaz Ahmed,1
Arshdeep Singh,TM Head,2
Arshdeep Singh,AK Markram,1
SM Curran,Abhishek Sharma,1
HV Patel,RA Tripathi,2
Arshdeep Singh,Abdul Samad,1
Arshdeep Singh,Nithish Kumar Reddy,1
K Rabada,PJ Cummins,1
SM Curran,B Kumar,1
RJW Topley,Abhishek Sharma,1
LH Ferguson,TM Head,1
LH Ferguson,H Klaasen,1
Kuldeep Yadav,AK Markram,1
Kuldeep Yadav,TM Head,1
AR Patel,H Klaasen,1
Kuldeep Yadav,Nithish Kumar Reddy,1
Mukesh Kumar,Abdul Samad,1
Mukesh Kumar,PJ Cummins,1
WG Jacks,TM Head,1
Swapnil Singh,AK Markram,1
Swapnil Singh,H Klaasen,1
KV Sharma,Nithish Kumar Reddy,1
KV Sharma,Abdul Samad,1
C Green,PJ Cummins,1
C Green,B Kumar,1
TU Deshpande,TM Head,1
TU Deshpande,Anmolpreet Singh,1
TU Deshpande,Abhishek Sharma,1
RA Jadeja,Nithish Kumar Reddy,1
M Pathirana,AK Markram,1
SN Thakur,Abdul Samad,1
TU Deshpande,PJ Cummins,1
Mustafizur Rahman,Shahbaz Ahmed,1
Mustafizur Rahman,JD Unadkat,1
Sandeep Sharma,Anmolpreet Singh,1
Avesh Khan,TM Head,1
A Kamboj,MA Agarwal,1
PP Chawla,TM Head,1
HH Pandya,Nithish Kumar Reddy,1
HH Pandya,Shahbaz Ahmed,1
HH Pandya,M Jansen,1
PP Chawla,Abdul Samad,1
Shashank Singh,Abhishek Sharma,1
HV Patel,Nithish Kumar Reddy,1
Arshdeep Singh,Shahbaz Ahmed,1
Harpreet Brar,H Klaasen,1
MA Starc,TM Head,1
VG Arora,Abhishek Sharma,1
MA Starc,Nithish Kumar Reddy,1
MA Starc,Shahbaz Ahmed,1
CV Varun,H Klaasen,1
SP Narine,Sanvir Singh,1
Harshit Rana,Abdul Samad,1
CV Varun,B Kumar,1
AD Russell,PJ Cummins,2
TA Boult,AK Markram,1
Sandeep Sharma,TM Head,1
Avesh Khan,Nithish Kumar Reddy,1
Sandeep Sharma,H Klaasen,1
Avesh Khan,Shahbaz Ahmed,1
Avesh Khan,JD Unadkat,1
MA Starc,Abhishek Sharma,1
VG Arora,TM Head,1
MA Starc,RA Tripathi,1
Harshit Rana,Nithish Kumar Reddy,1
AD Russell,AK Markram,1
CV Varun,Shahbaz Ahmed,1
SP Narine,JD Unadkat,1
AB Dinda,PA Patel,1
R Sharma,KC Sangakkara,1
Yuvraj Singh,PA Reddy,1
MN Samuels,CL White,1
AB Dinda,NLTC Perera,1
B Kumar,GH Vihari,2
MC Henriques,PA Patel,1
MC Henriques,CL White,1
M Muralitharan,PA Reddy,1
JD Unadkat,KC Sangakkara,1
JD Unadkat,NLTC Perera,1
M Kartik,A Mishra,1
R Vinay Kumar,A Ashish Reddy,1
S Kaul,PA Reddy,1
S Nadeem,PA Patel,1
J Botha,KC Sangakkara,2
S Nadeem,CL White,1
M Morkel,GH Vihari,1
M Morkel,A Ashish Reddy,1
IK Pathan,NLTC Perera,1
JH Kallis,PA Patel,1
JH Kallis,CL White,1
R Bhatia,KC Sangakkara,1
SP Narine,DB Ravi Teja,1
SMSM Senanayake,A Ashish Reddy,1
JH Kallis,NLTC Perera,1
R Bhatia,GH Vihari,1
AB Dinda,Q de Kock,1
B Kumar,PA Patel,1
B Kumar,CL White,1
R Sharma,KV Sharma,1
MR Marsh,NLTC Perera,1
R Sharma,BB Samantray,1
AB Dinda,A Mishra,1
P Kumar,Q de Kock,1
MS Gony,PA Reddy,1
PP Chawla,GH Vihari,2
MS Gony,CL White,1
Azhar Mahmood,BB Samantray,1
MM Sharma,Q de Kock,1
JO Holder,GH Vihari,1
MM Sharma,CL White,1
R Ashwin,A Mishra,1
DJ Bravo,X Thalaivan Sargunam,1
DJ Bravo,DJG Sammy,1
A Chandila,PA Reddy,1
JP Faulkner,KC Sangakkara,1
JP Faulkner,S Dhawan,4
JP Faulkner,KV Sharma,1
A Chandila,NLTC Perera,1
KK Cooper,GH Vihari,1
JP Faulkner,A Mishra,2
STR Binny,A Ashish Reddy,1
JP Faulkner,DJG Sammy,2
MG Johnson,PA Reddy,1
Harbhajan Singh,KC Sangakkara,1
DS Kulkarni,GH Vihari,1
J Botha,S Dhawan,1
A Nehra,A Ashish Reddy,1
BMAJ Mendis,PA Patel,1
RP Singh,PA Reddy,1
M Muralitharan,PA Patel,1
M Kartik,KC Sangakkara,1
RP Singh,NLTC Perera,1
R Vinay Kumar,CL White,1
RP Singh,A Ashish Reddy,1
JO Holder,S Dhawan,1
R Ashwin,KC Sangakkara,1
SK Raina,GH Vihari,1
MM Sharma,DJG Sammy,1
MM Sharma,PA Patel,1
DJ Bravo,NLTC Perera,1
RA Jadeja,A Mishra,1
CH Morris,DW Steyn,1
Harmeet Singh,S Dhawan,1
Sandeep Sharma,GH Vihari,1
Sandeep Sharma,CL White,1
Sandeep Sharma,BB Samantray,1
PP Chawla,DJG Sammy,1
P Awana,KV Sharma,1
Harmeet Singh,PA Patel,1
SL Malinga,PA Patel,1
MG Johnson,S Dhawan,3
SL Malinga,GH Vihari,2
JP Faulkner,PA Patel,1
SR Watson,CL White,1
SK Trivedi,GH Vihari,1
JP Faulkner,BB Samantray,2
JP Faulkner,DW Steyn,2
KK Cooper,KV Sharma,1
KK Cooper,A Mishra,1
Iqbal Abdulla,S Dhawan,1
Iqbal Abdulla,PA Patel,1
SP Narine,CL White,1
Iqbal Abdulla,GH Vihari,1
Mohammed Shami,NLTC Perera,1
VS Malik,PA Patel,1
VS Malik,GH Vihari,1
SK Trivedi,CL White,1
SR Watson,DJG Sammy,1
SR Watson,NLTC Perera,1
DS Kulkarni,AJ Finch,1
R Bhatia,S Dhawan,1
R Bhatia,DA Warner,1
DS Kulkarni,KL Rahul,2
KW Richardson,DJG Sammy,1
KW Richardson,KV Sharma,1
L Balaji,AJ Finch,1
L Balaji,DA Warner,1
Sandeep Sharma,Y Venugopal Rao,1
AR Patel,IK Pathan,1
L Balaji,DJG Sammy,1
AR Patel,KL Rahul,1
MG Johnson,KV Sharma,1
L Balaji,DW Steyn,1
R Dhawan,B Kumar,1
S Nadeem,S Dhawan,1
BW Hilfenhaus,S Dhawan,1
BW Hilfenhaus,DA Warner,1
DR Smith,KL Rahul,1
MM Sharma,Y Venugopal Rao,1
MM Sharma,AJ Finch,1
Z Khan,S Dhawan,2
Z Khan,AJ Finch,1
CJ Anderson,DA Warner,1
CJ Anderson,DJG Sammy,1
SL Malinga,KL Rahul,1
MA Starc,AJ Finch,1
AB Dinda,KL Rahul,1
VR Aaron,S Dhawan,1
HV Patel,DJG Sammy,1
VR Aaron,NV Ojha,2
MA Starc,DA Warner,1
SR Watson,S Dhawan,1
R Bhatia,AJ Finch,1
R Bhatia,KL Rahul,1
PV Tambe,DA Warner,1
R Bhatia,NV Ojha,1
SR Watson,MC Henriques,1
SR Watson,KV Sharma,1
S Kaul,S Dhawan,1
R Shukla,AJ Finch,1
SL Malinga,S Dhawan,2
PP Ojha,KL Rahul,1
SL Malinga,AJ Finch,1
Shivam Sharma,AJ Finch,1
R Dhawan,S Dhawan,2
Sandeep Sharma,DA Warner,2
Sandeep Sharma,MC Henriques,2
R Dhawan,IK Pathan,1
UT Yadav,AJ Finch,1
Shakib Al Hasan,NV Ojha,1
PP Chawla,KL Rahul,1
Shakib Al Hasan,DJG Sammy,1
UT Yadav,KV Sharma,1
UT Yadav,DW Steyn,1
M Muralitharan,S Dhawan,1
VR Aaron,DA Warner,1
JW Hastings,DA Warner,1
SK Raina,NV Ojha,1
P Negi,AJ Finch,1
RA Jadeja,DJG Sammy,1
M Morkel,DA Warner,2
RN ten Doeschate,NV Ojha,1
Shakib Al Hasan,S Dhawan,1
Shakib Al Hasan,Y Venugopal Rao,1
Shakib Al Hasan,S Anirudha,1
R Vinay Kumar,JO Holder,1
R Vinay Kumar,DJG Sammy,1
MM Sharma,KL Rahul,1
R Ashwin,NV Ojha,1
IC Pandey,DA Warner,1
DJ Bravo,RS Bopara,1
DJ Bravo,KV Sharma,2
YS Chahal,DA Warner,1
YS Chahal,KS Williamson,1
DS Kulkarni,S Dhawan,2
TG Southee,DA Warner,1
PV Tambe,NV Ojha,1
PV Tambe,EJG Morgan,1
JP Duminy,S Dhawan,1
JP Duminy,DA Warner,1
AD Mathews,KL Rahul,1
Imran Tahir,NV Ojha,1
JP Duminy,RS Bopara,1
JP Duminy,EJG Morgan,1
NM Coulter-Nile,A Ashish Reddy,1
NM Coulter-Nile,KV Sharma,2
M Morkel,RS Bopara,1
AD Russell,S Dhawan,1
UT Yadav,NV Ojha,2
SL Malinga,DA Warner,1
J Suchith,NV Ojha,2
MJ McClenaghan,KL Rahul,1
MJ McClenaghan,RS Bopara,1
SL Malinga,P Kumar,1
SL Malinga,DW Steyn,1
Anureet Singh,GH Vihari,1
AR Patel,DA Warner,2
AR Patel,NV Ojha,1
MG Johnson,RS Bopara,1
SK Raina,DA Warner,1
